#    L    TT             EE             BB             TE          
  4128    0.34693E+01    0.10933E+00    0.74403E-02   -0.14097E+00
  4129    0.34621E+01    0.10913E+00    0.74343E-02   -0.14071E+00
  4130    0.34549E+01    0.10892E+00    0.74282E-02   -0.14045E+00
  4131    0.34477E+01    0.10871E+00    0.74222E-02   -0.14019E+00
  4132    0.34405E+01    0.10851E+00    0.74161E-02   -0.13993E+00
  4133    0.34334E+01    0.10830E+00    0.74101E-02   -0.13967E+00
  4134    0.34262E+01    0.10809E+00    0.74041E-02   -0.13942E+00
  4135    0.34191E+01    0.10789E+00    0.73980E-02   -0.13917E+00
  4136    0.34119E+01    0.10768E+00    0.73920E-02   -0.13892E+00
  4137    0.34048E+01    0.10748E+00    0.73860E-02   -0.13868E+00
  4138    0.33977E+01    0.10727E+00    0.73800E-02   -0.13843E+00
  4139    0.33906E+01    0.10707E+00    0.73740E-02   -0.13819E+00
  4140    0.33835E+01    0.10686E+00    0.73680E-02   -0.13795E+00
  4141    0.33764E+01    0.10666E+00    0.73620E-02   -0.13771E+00
  4142    0.33694E+01    0.10645E+00    0.73561E-02   -0.13748E+00
  4143    0.33623E+01    0.10625E+00    0.73501E-02   -0.13724E+00
  4144    0.33553E+01    0.10604E+00    0.73441E-02   -0.13701E+00
  4145    0.33483E+01    0.10584E+00    0.73382E-02   -0.13678E+00
  4146    0.33413E+01    0.10563E+00    0.73322E-02   -0.13655E+00
  4147    0.33343E+01    0.10542E+00    0.73263E-02   -0.13632E+00
  4148    0.33274E+01    0.10522E+00    0.73203E-02   -0.13609E+00
  4149    0.33205E+01    0.10501E+00    0.73144E-02   -0.13587E+00
  4150    0.33136E+01    0.10481E+00    0.73085E-02   -0.13565E+00
  4151    0.33067E+01    0.10460E+00    0.73025E-02   -0.13542E+00
  4152    0.32999E+01    0.10440E+00    0.72966E-02   -0.13520E+00
  4153    0.32931E+01    0.10419E+00    0.72907E-02   -0.13498E+00
  4154    0.32863E+01    0.10398E+00    0.72848E-02   -0.13477E+00
  4155    0.32796E+01    0.10378E+00    0.72789E-02   -0.13455E+00
  4156    0.32729E+01    0.10357E+00    0.72730E-02   -0.13433E+00
  4157    0.32662E+01    0.10336E+00    0.72672E-02   -0.13412E+00
  4158    0.32595E+01    0.10316E+00    0.72613E-02   -0.13390E+00
  4159    0.32529E+01    0.10295E+00    0.72554E-02   -0.13369E+00
  4160    0.32463E+01    0.10274E+00    0.72495E-02   -0.13348E+00
  4161    0.32398E+01    0.10254E+00    0.72437E-02   -0.13327E+00
  4162    0.32333E+01    0.10233E+00    0.72378E-02   -0.13306E+00
  4163    0.32268E+01    0.10212E+00    0.72320E-02   -0.13285E+00
  4164    0.32204E+01    0.10192E+00    0.72262E-02   -0.13264E+00
  4165    0.32139E+01    0.10171E+00    0.72203E-02   -0.13244E+00
  4166    0.32076E+01    0.10150E+00    0.72145E-02   -0.13223E+00
  4167    0.32012E+01    0.10130E+00    0.72087E-02   -0.13203E+00
  4168    0.31949E+01    0.10109E+00    0.72029E-02   -0.13182E+00
  4169    0.31886E+01    0.10089E+00    0.71971E-02   -0.13162E+00
  4170    0.31824E+01    0.10068E+00    0.71913E-02   -0.13142E+00
  4171    0.31762E+01    0.10047E+00    0.71855E-02   -0.13122E+00
  4172    0.31700E+01    0.10027E+00    0.71797E-02   -0.13102E+00
  4173    0.31638E+01    0.10006E+00    0.71739E-02   -0.13082E+00
  4174    0.31577E+01    0.99855E-01    0.71682E-02   -0.13062E+00
  4175    0.31516E+01    0.99649E-01    0.71624E-02   -0.13042E+00
  4176    0.31455E+01    0.99443E-01    0.71566E-02   -0.13022E+00
  4177    0.31394E+01    0.99238E-01    0.71509E-02   -0.13003E+00
  4178    0.31334E+01    0.99032E-01    0.71451E-02   -0.12983E+00
  4179    0.31274E+01    0.98826E-01    0.71394E-02   -0.12963E+00
  4180    0.31214E+01    0.98620E-01    0.71337E-02   -0.12944E+00
  4181    0.31154E+01    0.98414E-01    0.71280E-02   -0.12924E+00
  4182    0.31095E+01    0.98209E-01    0.71222E-02   -0.12905E+00
  4183    0.31035E+01    0.98003E-01    0.71165E-02   -0.12885E+00
  4184    0.30976E+01    0.97797E-01    0.71108E-02   -0.12866E+00
  4185    0.30917E+01    0.97591E-01    0.71051E-02   -0.12846E+00
  4186    0.30858E+01    0.97385E-01    0.70994E-02   -0.12827E+00
  4187    0.30799E+01    0.97179E-01    0.70937E-02   -0.12807E+00
  4188    0.30741E+01    0.96973E-01    0.70881E-02   -0.12788E+00
  4189    0.30682E+01    0.96766E-01    0.70824E-02   -0.12768E+00
  4190    0.30624E+01    0.96560E-01    0.70767E-02   -0.12749E+00
  4191    0.30566E+01    0.96353E-01    0.70711E-02   -0.12729E+00
  4192    0.30508E+01    0.96146E-01    0.70654E-02   -0.12710E+00
  4193    0.30449E+01    0.95939E-01    0.70598E-02   -0.12690E+00
  4194    0.30392E+01    0.95732E-01    0.70541E-02   -0.12670E+00
  4195    0.30334E+01    0.95525E-01    0.70485E-02   -0.12650E+00
  4196    0.30276E+01    0.95318E-01    0.70429E-02   -0.12631E+00
  4197    0.30218E+01    0.95110E-01    0.70372E-02   -0.12611E+00
  4198    0.30161E+01    0.94903E-01    0.70316E-02   -0.12591E+00
  4199    0.30103E+01    0.94696E-01    0.70260E-02   -0.12571E+00
  4200    0.30046E+01    0.94488E-01    0.70204E-02   -0.12552E+00
  4201    0.29989E+01    0.94281E-01    0.70148E-02   -0.12532E+00
  4202    0.29932E+01    0.94073E-01    0.70092E-02   -0.12512E+00
  4203    0.29875E+01    0.93866E-01    0.70036E-02   -0.12492E+00
  4204    0.29818E+01    0.93659E-01    0.69980E-02   -0.12473E+00
  4205    0.29761E+01    0.93451E-01    0.69925E-02   -0.12453E+00
  4206    0.29705E+01    0.93244E-01    0.69869E-02   -0.12433E+00
  4207    0.29649E+01    0.93037E-01    0.69813E-02   -0.12413E+00
  4208    0.29592E+01    0.92829E-01    0.69758E-02   -0.12393E+00
  4209    0.29536E+01    0.92622E-01    0.69702E-02   -0.12373E+00
  4210    0.29481E+01    0.92415E-01    0.69647E-02   -0.12354E+00
  4211    0.29425E+01    0.92208E-01    0.69592E-02   -0.12334E+00
  4212    0.29370E+01    0.92002E-01    0.69536E-02   -0.12314E+00
  4213    0.29314E+01    0.91795E-01    0.69481E-02   -0.12294E+00
  4214    0.29259E+01    0.91588E-01    0.69426E-02   -0.12274E+00
  4215    0.29205E+01    0.91382E-01    0.69371E-02   -0.12254E+00
  4216    0.29150E+01    0.91175E-01    0.69316E-02   -0.12234E+00
  4217    0.29096E+01    0.90969E-01    0.69261E-02   -0.12214E+00
  4218    0.29042E+01    0.90763E-01    0.69206E-02   -0.12194E+00
  4219    0.28988E+01    0.90557E-01    0.69151E-02   -0.12173E+00
  4220    0.28935E+01    0.90351E-01    0.69096E-02   -0.12153E+00
  4221    0.28881E+01    0.90145E-01    0.69041E-02   -0.12133E+00
  4222    0.28828E+01    0.89940E-01    0.68987E-02   -0.12113E+00
  4223    0.28775E+01    0.89735E-01    0.68932E-02   -0.12092E+00
  4224    0.28723E+01    0.89529E-01    0.68877E-02   -0.12072E+00
  4225    0.28670E+01    0.89324E-01    0.68823E-02   -0.12051E+00
  4226    0.28618E+01    0.89119E-01    0.68768E-02   -0.12030E+00
  4227    0.28566E+01    0.88915E-01    0.68714E-02   -0.12010E+00
  4228    0.28515E+01    0.88710E-01    0.68660E-02   -0.11989E+00
  4229    0.28463E+01    0.88506E-01    0.68605E-02   -0.11968E+00
  4230    0.28412E+01    0.88301E-01    0.68551E-02   -0.11947E+00
  4231    0.28361E+01    0.88097E-01    0.68497E-02   -0.11925E+00
  4232    0.28310E+01    0.87893E-01    0.68443E-02   -0.11904E+00
  4233    0.28259E+01    0.87689E-01    0.68389E-02   -0.11882E+00
  4234    0.28209E+01    0.87486E-01    0.68335E-02   -0.11861E+00
  4235    0.28159E+01    0.87283E-01    0.68281E-02   -0.11839E+00
  4236    0.28108E+01    0.87079E-01    0.68227E-02   -0.11817E+00
  4237    0.28058E+01    0.86876E-01    0.68173E-02   -0.11795E+00
  4238    0.28008E+01    0.86674E-01    0.68119E-02   -0.11773E+00
  4239    0.27958E+01    0.86471E-01    0.68066E-02   -0.11751E+00
  4240    0.27909E+01    0.86269E-01    0.68012E-02   -0.11728E+00
  4241    0.27859E+01    0.86066E-01    0.67958E-02   -0.11706E+00
  4242    0.27809E+01    0.85864E-01    0.67905E-02   -0.11684E+00
  4243    0.27760E+01    0.85663E-01    0.67851E-02   -0.11661E+00
  4244    0.27710E+01    0.85461E-01    0.67798E-02   -0.11638E+00
  4245    0.27661E+01    0.85260E-01    0.67745E-02   -0.11616E+00
  4246    0.27612E+01    0.85059E-01    0.67691E-02   -0.11593E+00
  4247    0.27562E+01    0.84858E-01    0.67638E-02   -0.11570E+00
  4248    0.27513E+01    0.84658E-01    0.67585E-02   -0.11548E+00
  4249    0.27464E+01    0.84458E-01    0.67532E-02   -0.11525E+00
  4250    0.27415E+01    0.84258E-01    0.67479E-02   -0.11502E+00
  4251    0.27365E+01    0.84058E-01    0.67426E-02   -0.11479E+00
  4252    0.27316E+01    0.83859E-01    0.67373E-02   -0.11456E+00
  4253    0.27267E+01    0.83660E-01    0.67320E-02   -0.11433E+00
  4254    0.27218E+01    0.83461E-01    0.67267E-02   -0.11410E+00
  4255    0.27169E+01    0.83262E-01    0.67214E-02   -0.11387E+00
  4256    0.27120E+01    0.83064E-01    0.67161E-02   -0.11364E+00
  4257    0.27071E+01    0.82866E-01    0.67109E-02   -0.11341E+00
  4258    0.27021E+01    0.82669E-01    0.67056E-02   -0.11318E+00
  4259    0.26972E+01    0.82472E-01    0.67003E-02   -0.11295E+00
  4260    0.26923E+01    0.82275E-01    0.66951E-02   -0.11272E+00
  4261    0.26874E+01    0.82079E-01    0.66898E-02   -0.11249E+00
  4262    0.26825E+01    0.81883E-01    0.66846E-02   -0.11226E+00
  4263    0.26777E+01    0.81687E-01    0.66794E-02   -0.11202E+00
  4264    0.26728E+01    0.81492E-01    0.66741E-02   -0.11179E+00
  4265    0.26679E+01    0.81297E-01    0.66689E-02   -0.11156E+00
  4266    0.26630E+01    0.81103E-01    0.66637E-02   -0.11132E+00
  4267    0.26582E+01    0.80909E-01    0.66585E-02   -0.11109E+00
  4268    0.26533E+01    0.80715E-01    0.66533E-02   -0.11085E+00
  4269    0.26485E+01    0.80522E-01    0.66481E-02   -0.11062E+00
  4270    0.26437E+01    0.80330E-01    0.66429E-02   -0.11038E+00
  4271    0.26389E+01    0.80137E-01    0.66377E-02   -0.11015E+00
  4272    0.26341E+01    0.79946E-01    0.66325E-02   -0.10991E+00
  4273    0.26293E+01    0.79755E-01    0.66274E-02   -0.10967E+00
  4274    0.26245E+01    0.79564E-01    0.66222E-02   -0.10943E+00
  4275    0.26198E+01    0.79375E-01    0.66170E-02   -0.10919E+00
  4276    0.26150E+01    0.79185E-01    0.66119E-02   -0.10895E+00
  4277    0.26103E+01    0.78996E-01    0.66067E-02   -0.10871E+00
  4278    0.26056E+01    0.78808E-01    0.66016E-02   -0.10847E+00
  4279    0.26010E+01    0.78620E-01    0.65964E-02   -0.10822E+00
  4280    0.25963E+01    0.78433E-01    0.65913E-02   -0.10798E+00
  4281    0.25917E+01    0.78246E-01    0.65862E-02   -0.10774E+00
  4282    0.25871E+01    0.78060E-01    0.65810E-02   -0.10749E+00
  4283    0.25825E+01    0.77874E-01    0.65759E-02   -0.10724E+00
  4284    0.25779E+01    0.77689E-01    0.65708E-02   -0.10700E+00
  4285    0.25734E+01    0.77504E-01    0.65657E-02   -0.10675E+00
  4286    0.25689E+01    0.77320E-01    0.65606E-02   -0.10650E+00
  4287    0.25644E+01    0.77136E-01    0.65555E-02   -0.10625E+00
  4288    0.25599E+01    0.76952E-01    0.65504E-02   -0.10600E+00
  4289    0.25555E+01    0.76770E-01    0.65453E-02   -0.10575E+00
  4290    0.25510E+01    0.76587E-01    0.65403E-02   -0.10550E+00
  4291    0.25466E+01    0.76405E-01    0.65352E-02   -0.10525E+00
  4292    0.25422E+01    0.76224E-01    0.65301E-02   -0.10500E+00
  4293    0.25378E+01    0.76043E-01    0.65251E-02   -0.10475E+00
  4294    0.25335E+01    0.75862E-01    0.65200E-02   -0.10450E+00
  4295    0.25291E+01    0.75682E-01    0.65150E-02   -0.10425E+00
  4296    0.25248E+01    0.75503E-01    0.65099E-02   -0.10399E+00
  4297    0.25205E+01    0.75324E-01    0.65049E-02   -0.10374E+00
  4298    0.25161E+01    0.75145E-01    0.64998E-02   -0.10349E+00
  4299    0.25118E+01    0.74967E-01    0.64948E-02   -0.10324E+00
  4300    0.25075E+01    0.74789E-01    0.64898E-02   -0.10298E+00
  4301    0.25032E+01    0.74612E-01    0.64848E-02   -0.10273E+00
  4302    0.24989E+01    0.74436E-01    0.64797E-02   -0.10248E+00
  4303    0.24946E+01    0.74260E-01    0.64747E-02   -0.10223E+00
  4304    0.24903E+01    0.74084E-01    0.64697E-02   -0.10197E+00
  4305    0.24860E+01    0.73909E-01    0.64647E-02   -0.10172E+00
  4306    0.24817E+01    0.73735E-01    0.64597E-02   -0.10147E+00
  4307    0.24774E+01    0.73561E-01    0.64547E-02   -0.10122E+00
  4308    0.24731E+01    0.73388E-01    0.64497E-02   -0.10096E+00
  4309    0.24688E+01    0.73216E-01    0.64448E-02   -0.10071E+00
  4310    0.24645E+01    0.73044E-01    0.64398E-02   -0.10046E+00
  4311    0.24601E+01    0.72872E-01    0.64348E-02   -0.10021E+00
  4312    0.24558E+01    0.72702E-01    0.64299E-02   -0.99961E-01
  4313    0.24514E+01    0.72532E-01    0.64249E-02   -0.99712E-01
  4314    0.24471E+01    0.72363E-01    0.64199E-02   -0.99462E-01
  4315    0.24427E+01    0.72194E-01    0.64150E-02   -0.99214E-01
  4316    0.24383E+01    0.72026E-01    0.64100E-02   -0.98966E-01
  4317    0.24339E+01    0.71859E-01    0.64051E-02   -0.98718E-01
  4318    0.24295E+01    0.71693E-01    0.64002E-02   -0.98472E-01
  4319    0.24251E+01    0.71527E-01    0.63952E-02   -0.98225E-01
  4320    0.24207E+01    0.71362E-01    0.63903E-02   -0.97980E-01
  4321    0.24162E+01    0.71198E-01    0.63854E-02   -0.97735E-01
  4322    0.24118E+01    0.71034E-01    0.63805E-02   -0.97490E-01
  4323    0.24073E+01    0.70871E-01    0.63755E-02   -0.97246E-01
  4324    0.24029E+01    0.70709E-01    0.63706E-02   -0.97003E-01
  4325    0.23984E+01    0.70547E-01    0.63657E-02   -0.96760E-01
  4326    0.23940E+01    0.70386E-01    0.63608E-02   -0.96517E-01
  4327    0.23895E+01    0.70226E-01    0.63560E-02   -0.96275E-01
  4328    0.23851E+01    0.70066E-01    0.63511E-02   -0.96033E-01
  4329    0.23806E+01    0.69907E-01    0.63462E-02   -0.95792E-01
  4330    0.23762E+01    0.69748E-01    0.63413E-02   -0.95551E-01
  4331    0.23718E+01    0.69590E-01    0.63364E-02   -0.95310E-01
  4332    0.23673E+01    0.69432E-01    0.63316E-02   -0.95070E-01
  4333    0.23629E+01    0.69275E-01    0.63267E-02   -0.94830E-01
  4334    0.23585E+01    0.69119E-01    0.63219E-02   -0.94590E-01
  4335    0.23542E+01    0.68963E-01    0.63170E-02   -0.94351E-01
  4336    0.23498E+01    0.68808E-01    0.63122E-02   -0.94111E-01
  4337    0.23455E+01    0.68653E-01    0.63073E-02   -0.93872E-01
  4338    0.23411E+01    0.68499E-01    0.63025E-02   -0.93634E-01
  4339    0.23368E+01    0.68346E-01    0.62977E-02   -0.93395E-01
  4340    0.23326E+01    0.68193E-01    0.62929E-02   -0.93157E-01
  4341    0.23283E+01    0.68040E-01    0.62881E-02   -0.92919E-01
  4342    0.23241E+01    0.67888E-01    0.62833E-02   -0.92681E-01
  4343    0.23199E+01    0.67737E-01    0.62785E-02   -0.92444E-01
  4344    0.23157E+01    0.67586E-01    0.62737E-02   -0.92206E-01
  4345    0.23116E+01    0.67435E-01    0.62689E-02   -0.91969E-01
  4346    0.23075E+01    0.67286E-01    0.62641E-02   -0.91733E-01
  4347    0.23034E+01    0.67136E-01    0.62593E-02   -0.91497E-01
  4348    0.22993E+01    0.66988E-01    0.62545E-02   -0.91261E-01
  4349    0.22953E+01    0.66840E-01    0.62498E-02   -0.91025E-01
  4350    0.22913E+01    0.66692E-01    0.62450E-02   -0.90790E-01
  4351    0.22873E+01    0.66545E-01    0.62403E-02   -0.90556E-01
  4352    0.22833E+01    0.66399E-01    0.62355E-02   -0.90322E-01
  4353    0.22794E+01    0.66253E-01    0.62308E-02   -0.90088E-01
  4354    0.22755E+01    0.66108E-01    0.62260E-02   -0.89855E-01
  4355    0.22716E+01    0.65964E-01    0.62213E-02   -0.89624E-01
  4356    0.22678E+01    0.65820E-01    0.62165E-02   -0.89392E-01
  4357    0.22639E+01    0.65676E-01    0.62118E-02   -0.89162E-01
  4358    0.22601E+01    0.65534E-01    0.62071E-02   -0.88933E-01
  4359    0.22563E+01    0.65392E-01    0.62024E-02   -0.88705E-01
  4360    0.22525E+01    0.65250E-01    0.61977E-02   -0.88477E-01
  4361    0.22487E+01    0.65110E-01    0.61930E-02   -0.88251E-01
  4362    0.22449E+01    0.64969E-01    0.61883E-02   -0.88026E-01
  4363    0.22411E+01    0.64830E-01    0.61836E-02   -0.87802E-01
  4364    0.22374E+01    0.64691E-01    0.61789E-02   -0.87579E-01
  4365    0.22336E+01    0.64553E-01    0.61742E-02   -0.87357E-01
  4366    0.22298E+01    0.64415E-01    0.61695E-02   -0.87135E-01
  4367    0.22260E+01    0.64278E-01    0.61648E-02   -0.86915E-01
  4368    0.22223E+01    0.64141E-01    0.61602E-02   -0.86696E-01
  4369    0.22185E+01    0.64005E-01    0.61555E-02   -0.86478E-01
  4370    0.22147E+01    0.63870E-01    0.61508E-02   -0.86261E-01
  4371    0.22109E+01    0.63735E-01    0.61462E-02   -0.86045E-01
  4372    0.22071E+01    0.63600E-01    0.61415E-02   -0.85830E-01
  4373    0.22033E+01    0.63466E-01    0.61369E-02   -0.85616E-01
  4374    0.21995E+01    0.63333E-01    0.61322E-02   -0.85403E-01
  4375    0.21956E+01    0.63200E-01    0.61276E-02   -0.85191E-01
  4376    0.21917E+01    0.63068E-01    0.61229E-02   -0.84980E-01
  4377    0.21879E+01    0.62936E-01    0.61183E-02   -0.84770E-01
  4378    0.21840E+01    0.62805E-01    0.61137E-02   -0.84562E-01
  4379    0.21801E+01    0.62674E-01    0.61090E-02   -0.84354E-01
  4380    0.21761E+01    0.62543E-01    0.61044E-02   -0.84148E-01
  4381    0.21722E+01    0.62413E-01    0.60998E-02   -0.83942E-01
  4382    0.21682E+01    0.62284E-01    0.60952E-02   -0.83738E-01
  4383    0.21643E+01    0.62155E-01    0.60906E-02   -0.83535E-01
  4384    0.21603E+01    0.62027E-01    0.60860E-02   -0.83333E-01
  4385    0.21563E+01    0.61899E-01    0.60814E-02   -0.83132E-01
  4386    0.21522E+01    0.61771E-01    0.60768E-02   -0.82932E-01
  4387    0.21482E+01    0.61644E-01    0.60722E-02   -0.82734E-01
  4388    0.21442E+01    0.61517E-01    0.60676E-02   -0.82536E-01
  4389    0.21401E+01    0.61391E-01    0.60630E-02   -0.82340E-01
  4390    0.21361E+01    0.61266E-01    0.60584E-02   -0.82144E-01
  4391    0.21321E+01    0.61140E-01    0.60538E-02   -0.81950E-01
  4392    0.21280E+01    0.61015E-01    0.60493E-02   -0.81757E-01
  4393    0.21240E+01    0.60891E-01    0.60447E-02   -0.81565E-01
  4394    0.21199E+01    0.60767E-01    0.60401E-02   -0.81374E-01
  4395    0.21159E+01    0.60644E-01    0.60356E-02   -0.81185E-01
  4396    0.21119E+01    0.60520E-01    0.60310E-02   -0.80996E-01
  4397    0.21078E+01    0.60398E-01    0.60265E-02   -0.80809E-01
  4398    0.21038E+01    0.60275E-01    0.60220E-02   -0.80622E-01
  4399    0.20999E+01    0.60154E-01    0.60174E-02   -0.80437E-01
  4400    0.20959E+01    0.60032E-01    0.60129E-02   -0.80253E-01
  4401    0.20920E+01    0.59911E-01    0.60084E-02   -0.80071E-01
  4402    0.20880E+01    0.59790E-01    0.60038E-02   -0.79889E-01
  4403    0.20841E+01    0.59670E-01    0.59993E-02   -0.79708E-01
  4404    0.20803E+01    0.59550E-01    0.59948E-02   -0.79529E-01
  4405    0.20764E+01    0.59431E-01    0.59903E-02   -0.79350E-01
  4406    0.20726E+01    0.59312E-01    0.59858E-02   -0.79172E-01
  4407    0.20689E+01    0.59193E-01    0.59813E-02   -0.78995E-01
  4408    0.20651E+01    0.59075E-01    0.59768E-02   -0.78818E-01
  4409    0.20614E+01    0.58957E-01    0.59724E-02   -0.78643E-01
  4410    0.20577E+01    0.58839E-01    0.59679E-02   -0.78468E-01
  4411    0.20541E+01    0.58722E-01    0.59634E-02   -0.78293E-01
  4412    0.20505E+01    0.58606E-01    0.59590E-02   -0.78120E-01
  4413    0.20469E+01    0.58489E-01    0.59545E-02   -0.77946E-01
  4414    0.20434E+01    0.58373E-01    0.59500E-02   -0.77774E-01
  4415    0.20399E+01    0.58257E-01    0.59456E-02   -0.77602E-01
  4416    0.20364E+01    0.58142E-01    0.59412E-02   -0.77430E-01
  4417    0.20330E+01    0.58027E-01    0.59367E-02   -0.77259E-01
  4418    0.20296E+01    0.57913E-01    0.59323E-02   -0.77089E-01
  4419    0.20262E+01    0.57798E-01    0.59279E-02   -0.76919E-01
  4420    0.20228E+01    0.57685E-01    0.59234E-02   -0.76749E-01
  4421    0.20195E+01    0.57571E-01    0.59190E-02   -0.76580E-01
  4422    0.20162E+01    0.57458E-01    0.59146E-02   -0.76412E-01
  4423    0.20129E+01    0.57345E-01    0.59102E-02   -0.76244E-01
  4424    0.20097E+01    0.57233E-01    0.59058E-02   -0.76077E-01
  4425    0.20064E+01    0.57120E-01    0.59014E-02   -0.75911E-01
  4426    0.20032E+01    0.57008E-01    0.58970E-02   -0.75745E-01
  4427    0.20000E+01    0.56897E-01    0.58926E-02   -0.75580E-01
  4428    0.19968E+01    0.56786E-01    0.58882E-02   -0.75416E-01
  4429    0.19935E+01    0.56675E-01    0.58839E-02   -0.75252E-01
  4430    0.19903E+01    0.56564E-01    0.58795E-02   -0.75089E-01
  4431    0.19871E+01    0.56454E-01    0.58751E-02   -0.74927E-01
  4432    0.19839E+01    0.56344E-01    0.58707E-02   -0.74766E-01
  4433    0.19807E+01    0.56234E-01    0.58664E-02   -0.74606E-01
  4434    0.19775E+01    0.56124E-01    0.58620E-02   -0.74446E-01
  4435    0.19743E+01    0.56015E-01    0.58577E-02   -0.74288E-01
  4436    0.19710E+01    0.55906E-01    0.58533E-02   -0.74131E-01
  4437    0.19678E+01    0.55797E-01    0.58490E-02   -0.73975E-01
  4438    0.19645E+01    0.55689E-01    0.58446E-02   -0.73820E-01
  4439    0.19612E+01    0.55580E-01    0.58403E-02   -0.73665E-01
  4440    0.19579E+01    0.55472E-01    0.58359E-02   -0.73513E-01
  4441    0.19546E+01    0.55364E-01    0.58316E-02   -0.73361E-01
  4442    0.19513E+01    0.55256E-01    0.58273E-02   -0.73210E-01
  4443    0.19479E+01    0.55149E-01    0.58229E-02   -0.73061E-01
  4444    0.19446E+01    0.55042E-01    0.58186E-02   -0.72913E-01
  4445    0.19412E+01    0.54934E-01    0.58143E-02   -0.72766E-01
  4446    0.19377E+01    0.54827E-01    0.58100E-02   -0.72621E-01
  4447    0.19343E+01    0.54721E-01    0.58057E-02   -0.72476E-01
  4448    0.19308E+01    0.54614E-01    0.58014E-02   -0.72333E-01
  4449    0.19274E+01    0.54508E-01    0.57971E-02   -0.72190E-01
  4450    0.19239E+01    0.54402E-01    0.57928E-02   -0.72049E-01
  4451    0.19204E+01    0.54296E-01    0.57885E-02   -0.71909E-01
  4452    0.19168E+01    0.54190E-01    0.57842E-02   -0.71770E-01
  4453    0.19133E+01    0.54085E-01    0.57799E-02   -0.71632E-01
  4454    0.19097E+01    0.53979E-01    0.57756E-02   -0.71495E-01
  4455    0.19062E+01    0.53874E-01    0.57713E-02   -0.71359E-01
  4456    0.19026E+01    0.53769E-01    0.57670E-02   -0.71223E-01
  4457    0.18990E+01    0.53665E-01    0.57628E-02   -0.71089E-01
  4458    0.18955E+01    0.53561E-01    0.57585E-02   -0.70955E-01
  4459    0.18919E+01    0.53456E-01    0.57542E-02   -0.70822E-01
  4460    0.18883E+01    0.53353E-01    0.57500E-02   -0.70690E-01
  4461    0.18848E+01    0.53249E-01    0.57457E-02   -0.70558E-01
  4462    0.18812E+01    0.53145E-01    0.57414E-02   -0.70427E-01
  4463    0.18777E+01    0.53042E-01    0.57372E-02   -0.70296E-01
  4464    0.18741E+01    0.52939E-01    0.57330E-02   -0.70166E-01
  4465    0.18706E+01    0.52836E-01    0.57287E-02   -0.70036E-01
  4466    0.18671E+01    0.52734E-01    0.57245E-02   -0.69907E-01
  4467    0.18637E+01    0.52631E-01    0.57203E-02   -0.69778E-01
  4468    0.18602E+01    0.52529E-01    0.57160E-02   -0.69649E-01
  4469    0.18568E+01    0.52427E-01    0.57118E-02   -0.69521E-01
  4470    0.18534E+01    0.52325E-01    0.57076E-02   -0.69393E-01
  4471    0.18501E+01    0.52224E-01    0.57034E-02   -0.69264E-01
  4472    0.18468E+01    0.52122E-01    0.56992E-02   -0.69136E-01
  4473    0.18435E+01    0.52021E-01    0.56950E-02   -0.69008E-01
  4474    0.18402E+01    0.51920E-01    0.56908E-02   -0.68880E-01
  4475    0.18370E+01    0.51819E-01    0.56866E-02   -0.68753E-01
  4476    0.18339E+01    0.51718E-01    0.56824E-02   -0.68625E-01
  4477    0.18307E+01    0.51617E-01    0.56783E-02   -0.68497E-01
  4478    0.18276E+01    0.51516E-01    0.56741E-02   -0.68369E-01
  4479    0.18246E+01    0.51416E-01    0.56699E-02   -0.68241E-01
  4480    0.18216E+01    0.51316E-01    0.56658E-02   -0.68112E-01
  4481    0.18186E+01    0.51215E-01    0.56616E-02   -0.67984E-01
  4482    0.18156E+01    0.51115E-01    0.56575E-02   -0.67856E-01
  4483    0.18127E+01    0.51015E-01    0.56533E-02   -0.67727E-01
  4484    0.18099E+01    0.50915E-01    0.56492E-02   -0.67598E-01
  4485    0.18070E+01    0.50815E-01    0.56450E-02   -0.67469E-01
  4486    0.18042E+01    0.50715E-01    0.56409E-02   -0.67341E-01
  4487    0.18014E+01    0.50615E-01    0.56368E-02   -0.67212E-01
  4488    0.17986E+01    0.50515E-01    0.56327E-02   -0.67083E-01
  4489    0.17959E+01    0.50416E-01    0.56286E-02   -0.66954E-01
  4490    0.17932E+01    0.50316E-01    0.56244E-02   -0.66825E-01
  4491    0.17905E+01    0.50217E-01    0.56203E-02   -0.66696E-01
  4492    0.17878E+01    0.50117E-01    0.56162E-02   -0.66567E-01
  4493    0.17851E+01    0.50018E-01    0.56121E-02   -0.66439E-01
  4494    0.17825E+01    0.49919E-01    0.56080E-02   -0.66311E-01
  4495    0.17798E+01    0.49820E-01    0.56040E-02   -0.66183E-01
  4496    0.17771E+01    0.49721E-01    0.55999E-02   -0.66055E-01
  4497    0.17745E+01    0.49622E-01    0.55958E-02   -0.65928E-01
  4498    0.17718E+01    0.49523E-01    0.55917E-02   -0.65801E-01
  4499    0.17691E+01    0.49425E-01    0.55876E-02   -0.65675E-01
  4500    0.17664E+01    0.49327E-01    0.55836E-02   -0.65549E-01
  4501    0.17637E+01    0.49228E-01    0.55795E-02   -0.65424E-01
  4502    0.17610E+01    0.49130E-01    0.55754E-02   -0.65299E-01
  4503    0.17583E+01    0.49032E-01    0.55714E-02   -0.65175E-01
  4504    0.17555E+01    0.48935E-01    0.55673E-02   -0.65051E-01
