#    L    TT             EE             BB             TE          
  4505    0.17528E+01    0.48837E-01    0.55632E-02   -0.64928E-01
  4506    0.17500E+01    0.48740E-01    0.55592E-02   -0.64806E-01
  4507    0.17471E+01    0.48642E-01    0.55551E-02   -0.64684E-01
  4508    0.17443E+01    0.48545E-01    0.55511E-02   -0.64563E-01
  4509    0.17414E+01    0.48448E-01    0.55471E-02   -0.64442E-01
  4510    0.17385E+01    0.48351E-01    0.55430E-02   -0.64322E-01
  4511    0.17356E+01    0.48255E-01    0.55390E-02   -0.64203E-01
  4512    0.17327E+01    0.48158E-01    0.55349E-02   -0.64084E-01
  4513    0.17297E+01    0.48062E-01    0.55309E-02   -0.63966E-01
  4514    0.17267E+01    0.47966E-01    0.55269E-02   -0.63849E-01
  4515    0.17237E+01    0.47870E-01    0.55229E-02   -0.63731E-01
  4516    0.17206E+01    0.47774E-01    0.55188E-02   -0.63615E-01
  4517    0.17175E+01    0.47678E-01    0.55148E-02   -0.63499E-01
  4518    0.17145E+01    0.47582E-01    0.55108E-02   -0.63383E-01
  4519    0.17114E+01    0.47487E-01    0.55068E-02   -0.63267E-01
  4520    0.17082E+01    0.47391E-01    0.55028E-02   -0.63152E-01
  4521    0.17051E+01    0.47296E-01    0.54988E-02   -0.63037E-01
  4522    0.17020E+01    0.47201E-01    0.54948E-02   -0.62922E-01
  4523    0.16988E+01    0.47105E-01    0.54908E-02   -0.62807E-01
  4524    0.16956E+01    0.47010E-01    0.54868E-02   -0.62693E-01
  4525    0.16925E+01    0.46916E-01    0.54828E-02   -0.62578E-01
  4526    0.16893E+01    0.46821E-01    0.54788E-02   -0.62463E-01
  4527    0.16862E+01    0.46726E-01    0.54748E-02   -0.62348E-01
  4528    0.16830E+01    0.46631E-01    0.54709E-02   -0.62232E-01
  4529    0.16799E+01    0.46537E-01    0.54669E-02   -0.62117E-01
  4530    0.16768E+01    0.46442E-01    0.54629E-02   -0.62001E-01
  4531    0.16737E+01    0.46348E-01    0.54589E-02   -0.61885E-01
  4532    0.16706E+01    0.46254E-01    0.54550E-02   -0.61769E-01
  4533    0.16675E+01    0.46159E-01    0.54510E-02   -0.61652E-01
  4534    0.16645E+01    0.46065E-01    0.54471E-02   -0.61535E-01
  4535    0.16615E+01    0.45971E-01    0.54431E-02   -0.61418E-01
  4536    0.16585E+01    0.45878E-01    0.54392E-02   -0.61300E-01
  4537    0.16556E+01    0.45784E-01    0.54353E-02   -0.61182E-01
  4538    0.16527E+01    0.45690E-01    0.54313E-02   -0.61064E-01
  4539    0.16498E+01    0.45597E-01    0.54274E-02   -0.60945E-01
  4540    0.16469E+01    0.45503E-01    0.54235E-02   -0.60826E-01
  4541    0.16441E+01    0.45410E-01    0.54196E-02   -0.60707E-01
  4542    0.16414E+01    0.45317E-01    0.54157E-02   -0.60587E-01
  4543    0.16386E+01    0.45224E-01    0.54117E-02   -0.60467E-01
  4544    0.16359E+01    0.45131E-01    0.54078E-02   -0.60346E-01
  4545    0.16333E+01    0.45038E-01    0.54039E-02   -0.60225E-01
  4546    0.16307E+01    0.44945E-01    0.54001E-02   -0.60104E-01
  4547    0.16281E+01    0.44853E-01    0.53962E-02   -0.59982E-01
  4548    0.16256E+01    0.44761E-01    0.53923E-02   -0.59860E-01
  4549    0.16231E+01    0.44668E-01    0.53884E-02   -0.59738E-01
  4550    0.16206E+01    0.44576E-01    0.53845E-02   -0.59615E-01
  4551    0.16181E+01    0.44484E-01    0.53807E-02   -0.59493E-01
  4552    0.16157E+01    0.44392E-01    0.53768E-02   -0.59369E-01
  4553    0.16133E+01    0.44301E-01    0.53730E-02   -0.59246E-01
  4554    0.16110E+01    0.44209E-01    0.53691E-02   -0.59122E-01
  4555    0.16086E+01    0.44118E-01    0.53652E-02   -0.58999E-01
  4556    0.16063E+01    0.44027E-01    0.53614E-02   -0.58875E-01
  4557    0.16040E+01    0.43936E-01    0.53576E-02   -0.58750E-01
  4558    0.16017E+01    0.43845E-01    0.53537E-02   -0.58626E-01
  4559    0.15994E+01    0.43754E-01    0.53499E-02   -0.58502E-01
  4560    0.15971E+01    0.43663E-01    0.53461E-02   -0.58377E-01
  4561    0.15948E+01    0.43573E-01    0.53422E-02   -0.58253E-01
  4562    0.15925E+01    0.43483E-01    0.53384E-02   -0.58129E-01
  4563    0.15902E+01    0.43393E-01    0.53346E-02   -0.58004E-01
  4564    0.15879E+01    0.43303E-01    0.53308E-02   -0.57880E-01
  4565    0.15856E+01    0.43213E-01    0.53270E-02   -0.57755E-01
  4566    0.15833E+01    0.43123E-01    0.53232E-02   -0.57631E-01
  4567    0.15810E+01    0.43034E-01    0.53194E-02   -0.57507E-01
  4568    0.15786E+01    0.42945E-01    0.53155E-02   -0.57383E-01
  4569    0.15763E+01    0.42856E-01    0.53118E-02   -0.57258E-01
  4570    0.15739E+01    0.42767E-01    0.53080E-02   -0.57134E-01
  4571    0.15714E+01    0.42678E-01    0.53042E-02   -0.57011E-01
  4572    0.15690E+01    0.42590E-01    0.53004E-02   -0.56887E-01
  4573    0.15665E+01    0.42501E-01    0.52966E-02   -0.56764E-01
  4574    0.15640E+01    0.42413E-01    0.52928E-02   -0.56641E-01
  4575    0.15615E+01    0.42325E-01    0.52890E-02   -0.56518E-01
  4576    0.15589E+01    0.42237E-01    0.52852E-02   -0.56395E-01
  4577    0.15563E+01    0.42149E-01    0.52815E-02   -0.56273E-01
  4578    0.15537E+01    0.42062E-01    0.52777E-02   -0.56151E-01
  4579    0.15511E+01    0.41975E-01    0.52739E-02   -0.56030E-01
  4580    0.15484E+01    0.41888E-01    0.52701E-02   -0.55909E-01
  4581    0.15457E+01    0.41801E-01    0.52664E-02   -0.55788E-01
  4582    0.15430E+01    0.41714E-01    0.52626E-02   -0.55668E-01
  4583    0.15402E+01    0.41627E-01    0.52589E-02   -0.55548E-01
  4584    0.15375E+01    0.41541E-01    0.52551E-02   -0.55428E-01
  4585    0.15347E+01    0.41454E-01    0.52513E-02   -0.55309E-01
  4586    0.15319E+01    0.41368E-01    0.52476E-02   -0.55190E-01
  4587    0.15290E+01    0.41282E-01    0.52438E-02   -0.55071E-01
  4588    0.15262E+01    0.41196E-01    0.52401E-02   -0.54952E-01
  4589    0.15234E+01    0.41111E-01    0.52364E-02   -0.54834E-01
  4590    0.15205E+01    0.41025E-01    0.52326E-02   -0.54715E-01
  4591    0.15177E+01    0.40940E-01    0.52289E-02   -0.54597E-01
  4592    0.15148E+01    0.40855E-01    0.52251E-02   -0.54479E-01
  4593    0.15120E+01    0.40770E-01    0.52214E-02   -0.54361E-01
  4594    0.15091E+01    0.40685E-01    0.52177E-02   -0.54243E-01
  4595    0.15063E+01    0.40601E-01    0.52140E-02   -0.54126E-01
  4596    0.15035E+01    0.40516E-01    0.52103E-02   -0.54008E-01
  4597    0.15007E+01    0.40432E-01    0.52065E-02   -0.53890E-01
  4598    0.14979E+01    0.40348E-01    0.52028E-02   -0.53771E-01
  4599    0.14951E+01    0.40264E-01    0.51991E-02   -0.53653E-01
  4600    0.14924E+01    0.40181E-01    0.51954E-02   -0.53534E-01
  4601    0.14897E+01    0.40097E-01    0.51917E-02   -0.53416E-01
  4602    0.14870E+01    0.40014E-01    0.51880E-02   -0.53297E-01
  4603    0.14843E+01    0.39931E-01    0.51844E-02   -0.53177E-01
  4604    0.14817E+01    0.39848E-01    0.51807E-02   -0.53058E-01
  4605    0.14791E+01    0.39765E-01    0.51770E-02   -0.52938E-01
  4606    0.14765E+01    0.39683E-01    0.51733E-02   -0.52818E-01
  4607    0.14740E+01    0.39601E-01    0.51697E-02   -0.52697E-01
  4608    0.14715E+01    0.39519E-01    0.51660E-02   -0.52576E-01
  4609    0.14691E+01    0.39437E-01    0.51623E-02   -0.52455E-01
  4610    0.14666E+01    0.39355E-01    0.51587E-02   -0.52333E-01
  4611    0.14642E+01    0.39274E-01    0.51550E-02   -0.52211E-01
  4612    0.14619E+01    0.39193E-01    0.51514E-02   -0.52089E-01
  4613    0.14596E+01    0.39112E-01    0.51477E-02   -0.51966E-01
  4614    0.14573E+01    0.39032E-01    0.51441E-02   -0.51843E-01
  4615    0.14550E+01    0.38951E-01    0.51405E-02   -0.51719E-01
  4616    0.14528E+01    0.38871E-01    0.51369E-02   -0.51596E-01
  4617    0.14506E+01    0.38791E-01    0.51332E-02   -0.51472E-01
  4618    0.14485E+01    0.38711E-01    0.51296E-02   -0.51348E-01
  4619    0.14463E+01    0.38632E-01    0.51260E-02   -0.51224E-01
  4620    0.14442E+01    0.38552E-01    0.51224E-02   -0.51099E-01
  4621    0.14421E+01    0.38473E-01    0.51188E-02   -0.50975E-01
  4622    0.14400E+01    0.38394E-01    0.51152E-02   -0.50850E-01
  4623    0.14379E+01    0.38316E-01    0.51116E-02   -0.50726E-01
  4624    0.14359E+01    0.38237E-01    0.51080E-02   -0.50601E-01
  4625    0.14338E+01    0.38159E-01    0.51044E-02   -0.50477E-01
  4626    0.14318E+01    0.38081E-01    0.51008E-02   -0.50352E-01
  4627    0.14297E+01    0.38003E-01    0.50972E-02   -0.50228E-01
  4628    0.14277E+01    0.37925E-01    0.50936E-02   -0.50104E-01
  4629    0.14256E+01    0.37847E-01    0.50901E-02   -0.49981E-01
  4630    0.14236E+01    0.37770E-01    0.50865E-02   -0.49857E-01
  4631    0.14215E+01    0.37693E-01    0.50829E-02   -0.49734E-01
  4632    0.14194E+01    0.37616E-01    0.50794E-02   -0.49612E-01
  4633    0.14173E+01    0.37539E-01    0.50758E-02   -0.49489E-01
  4634    0.14152E+01    0.37463E-01    0.50722E-02   -0.49368E-01
  4635    0.14130E+01    0.37386E-01    0.50687E-02   -0.49246E-01
  4636    0.14109E+01    0.37310E-01    0.50651E-02   -0.49125E-01
  4637    0.14087E+01    0.37234E-01    0.50616E-02   -0.49005E-01
  4638    0.14065E+01    0.37159E-01    0.50580E-02   -0.48886E-01
  4639    0.14043E+01    0.37083E-01    0.50545E-02   -0.48767E-01
  4640    0.14020E+01    0.37008E-01    0.50509E-02   -0.48648E-01
  4641    0.13997E+01    0.36933E-01    0.50474E-02   -0.48530E-01
  4642    0.13974E+01    0.36858E-01    0.50438E-02   -0.48413E-01
  4643    0.13951E+01    0.36783E-01    0.50403E-02   -0.48297E-01
  4644    0.13927E+01    0.36709E-01    0.50368E-02   -0.48181E-01
  4645    0.13903E+01    0.36635E-01    0.50332E-02   -0.48065E-01
  4646    0.13879E+01    0.36561E-01    0.50297E-02   -0.47951E-01
  4647    0.13855E+01    0.36487E-01    0.50262E-02   -0.47837E-01
  4648    0.13830E+01    0.36413E-01    0.50227E-02   -0.47724E-01
  4649    0.13805E+01    0.36340E-01    0.50191E-02   -0.47611E-01
  4650    0.13780E+01    0.36267E-01    0.50156E-02   -0.47499E-01
  4651    0.13755E+01    0.36194E-01    0.50121E-02   -0.47388E-01
  4652    0.13729E+01    0.36122E-01    0.50086E-02   -0.47277E-01
  4653    0.13704E+01    0.36050E-01    0.50051E-02   -0.47167E-01
  4654    0.13678E+01    0.35978E-01    0.50016E-02   -0.47057E-01
  4655    0.13652E+01    0.35906E-01    0.49981E-02   -0.46948E-01
  4656    0.13626E+01    0.35834E-01    0.49946E-02   -0.46839E-01
  4657    0.13601E+01    0.35763E-01    0.49911E-02   -0.46731E-01
  4658    0.13575E+01    0.35692E-01    0.49876E-02   -0.46622E-01
  4659    0.13549E+01    0.35621E-01    0.49841E-02   -0.46515E-01
  4660    0.13523E+01    0.35551E-01    0.49806E-02   -0.46407E-01
  4661    0.13498E+01    0.35480E-01    0.49771E-02   -0.46300E-01
  4662    0.13472E+01    0.35410E-01    0.49736E-02   -0.46193E-01
  4663    0.13447E+01    0.35340E-01    0.49701E-02   -0.46086E-01
  4664    0.13421E+01    0.35270E-01    0.49666E-02   -0.45979E-01
  4665    0.13396E+01    0.35201E-01    0.49632E-02   -0.45872E-01
  4666    0.13371E+01    0.35131E-01    0.49597E-02   -0.45766E-01
  4667    0.13347E+01    0.35062E-01    0.49562E-02   -0.45659E-01
  4668    0.13323E+01    0.34993E-01    0.49528E-02   -0.45552E-01
  4669    0.13298E+01    0.34925E-01    0.49493E-02   -0.45445E-01
  4670    0.13275E+01    0.34856E-01    0.49459E-02   -0.45338E-01
  4671    0.13251E+01    0.34788E-01    0.49424E-02   -0.45231E-01
  4672    0.13228E+01    0.34719E-01    0.49390E-02   -0.45124E-01
  4673    0.13205E+01    0.34651E-01    0.49355E-02   -0.45017E-01
  4674    0.13183E+01    0.34583E-01    0.49321E-02   -0.44910E-01
  4675    0.13161E+01    0.34516E-01    0.49287E-02   -0.44803E-01
  4676    0.13139E+01    0.34448E-01    0.49253E-02   -0.44695E-01
  4677    0.13117E+01    0.34381E-01    0.49218E-02   -0.44588E-01
  4678    0.13096E+01    0.34314E-01    0.49184E-02   -0.44480E-01
  4679    0.13075E+01    0.34247E-01    0.49150E-02   -0.44373E-01
  4680    0.13055E+01    0.34180E-01    0.49116E-02   -0.44265E-01
  4681    0.13035E+01    0.34114E-01    0.49082E-02   -0.44157E-01
  4682    0.13015E+01    0.34047E-01    0.49048E-02   -0.44050E-01
  4683    0.12995E+01    0.33981E-01    0.49014E-02   -0.43943E-01
  4684    0.12976E+01    0.33915E-01    0.48980E-02   -0.43835E-01
  4685    0.12956E+01    0.33849E-01    0.48946E-02   -0.43728E-01
  4686    0.12937E+01    0.33783E-01    0.48912E-02   -0.43621E-01
  4687    0.12918E+01    0.33718E-01    0.48878E-02   -0.43515E-01
  4688    0.12900E+01    0.33653E-01    0.48845E-02   -0.43408E-01
  4689    0.12881E+01    0.33588E-01    0.48811E-02   -0.43302E-01
  4690    0.12863E+01    0.33523E-01    0.48777E-02   -0.43197E-01
  4691    0.12844E+01    0.33458E-01    0.48743E-02   -0.43092E-01
  4692    0.12826E+01    0.33393E-01    0.48710E-02   -0.42987E-01
  4693    0.12807E+01    0.33329E-01    0.48676E-02   -0.42883E-01
  4694    0.12789E+01    0.33265E-01    0.48643E-02   -0.42780E-01
  4695    0.12771E+01    0.33201E-01    0.48609E-02   -0.42677E-01
  4696    0.12752E+01    0.33138E-01    0.48575E-02   -0.42575E-01
  4697    0.12733E+01    0.33074E-01    0.48542E-02   -0.42473E-01
  4698    0.12715E+01    0.33011E-01    0.48509E-02   -0.42373E-01
  4699    0.12696E+01    0.32948E-01    0.48475E-02   -0.42273E-01
  4700    0.12677E+01    0.32885E-01    0.48442E-02   -0.42174E-01
  4701    0.12658E+01    0.32822E-01    0.48408E-02   -0.42075E-01
  4702    0.12638E+01    0.32760E-01    0.48375E-02   -0.41978E-01
  4703    0.12619E+01    0.32698E-01    0.48342E-02   -0.41881E-01
  4704    0.12599E+01    0.32635E-01    0.48308E-02   -0.41785E-01
  4705    0.12579E+01    0.32574E-01    0.48275E-02   -0.41690E-01
  4706    0.12559E+01    0.32512E-01    0.48242E-02   -0.41595E-01
  4707    0.12539E+01    0.32450E-01    0.48209E-02   -0.41501E-01
  4708    0.12518E+01    0.32389E-01    0.48175E-02   -0.41408E-01
  4709    0.12497E+01    0.32328E-01    0.48142E-02   -0.41316E-01
  4710    0.12476E+01    0.32267E-01    0.48109E-02   -0.41224E-01
  4711    0.12455E+01    0.32206E-01    0.48076E-02   -0.41133E-01
  4712    0.12433E+01    0.32145E-01    0.48043E-02   -0.41043E-01
  4713    0.12411E+01    0.32085E-01    0.48010E-02   -0.40953E-01
  4714    0.12390E+01    0.32025E-01    0.47977E-02   -0.40864E-01
  4715    0.12367E+01    0.31964E-01    0.47944E-02   -0.40776E-01
  4716    0.12345E+01    0.31905E-01    0.47911E-02   -0.40688E-01
  4717    0.12323E+01    0.31845E-01    0.47878E-02   -0.40601E-01
  4718    0.12300E+01    0.31785E-01    0.47845E-02   -0.40514E-01
  4719    0.12278E+01    0.31726E-01    0.47812E-02   -0.40428E-01
  4720    0.12255E+01    0.31666E-01    0.47779E-02   -0.40342E-01
  4721    0.12232E+01    0.31607E-01    0.47746E-02   -0.40257E-01
  4722    0.12210E+01    0.31548E-01    0.47713E-02   -0.40172E-01
  4723    0.12187E+01    0.31489E-01    0.47680E-02   -0.40088E-01
  4724    0.12164E+01    0.31430E-01    0.47648E-02   -0.40004E-01
  4725    0.12142E+01    0.31372E-01    0.47615E-02   -0.39920E-01
  4726    0.12119E+01    0.31313E-01    0.47582E-02   -0.39836E-01
  4727    0.12097E+01    0.31255E-01    0.47549E-02   -0.39753E-01
  4728    0.12074E+01    0.31197E-01    0.47517E-02   -0.39670E-01
  4729    0.12052E+01    0.31139E-01    0.47484E-02   -0.39588E-01
  4730    0.12030E+01    0.31081E-01    0.47451E-02   -0.39505E-01
  4731    0.12008E+01    0.31023E-01    0.47419E-02   -0.39423E-01
  4732    0.11987E+01    0.30966E-01    0.47386E-02   -0.39341E-01
  4733    0.11965E+01    0.30908E-01    0.47354E-02   -0.39259E-01
  4734    0.11944E+01    0.30851E-01    0.47321E-02   -0.39177E-01
  4735    0.11923E+01    0.30793E-01    0.47289E-02   -0.39096E-01
  4736    0.11903E+01    0.30736E-01    0.47257E-02   -0.39014E-01
  4737    0.11883E+01    0.30679E-01    0.47224E-02   -0.38933E-01
  4738    0.11862E+01    0.30622E-01    0.47192E-02   -0.38852E-01
  4739    0.11843E+01    0.30565E-01    0.47160E-02   -0.38771E-01
  4740    0.11823E+01    0.30509E-01    0.47127E-02   -0.38690E-01
  4741    0.11804E+01    0.30452E-01    0.47095E-02   -0.38610E-01
  4742    0.11785E+01    0.30396E-01    0.47063E-02   -0.38529E-01
  4743    0.11767E+01    0.30340E-01    0.47031E-02   -0.38449E-01
  4744    0.11748E+01    0.30283E-01    0.46999E-02   -0.38369E-01
  4745    0.11730E+01    0.30227E-01    0.46967E-02   -0.38288E-01
  4746    0.11713E+01    0.30171E-01    0.46935E-02   -0.38208E-01
  4747    0.11695E+01    0.30116E-01    0.46903E-02   -0.38128E-01
  4748    0.11678E+01    0.30060E-01    0.46871E-02   -0.38049E-01
  4749    0.11661E+01    0.30004E-01    0.46839E-02   -0.37969E-01
  4750    0.11644E+01    0.29949E-01    0.46807E-02   -0.37890E-01
  4751    0.11627E+01    0.29894E-01    0.46775E-02   -0.37811E-01
  4752    0.11610E+01    0.29838E-01    0.46743E-02   -0.37732E-01
  4753    0.11594E+01    0.29783E-01    0.46712E-02   -0.37653E-01
  4754    0.11578E+01    0.29728E-01    0.46680E-02   -0.37575E-01
  4755    0.11561E+01    0.29674E-01    0.46648E-02   -0.37497E-01
  4756    0.11545E+01    0.29619E-01    0.46617E-02   -0.37419E-01
  4757    0.11529E+01    0.29565E-01    0.46585E-02   -0.37342E-01
  4758    0.11513E+01    0.29510E-01    0.46553E-02   -0.37265E-01
  4759    0.11497E+01    0.29456E-01    0.46522E-02   -0.37188E-01
  4760    0.11481E+01    0.29402E-01    0.46490E-02   -0.37112E-01
  4761    0.11465E+01    0.29348E-01    0.46459E-02   -0.37037E-01
  4762    0.11448E+01    0.29294E-01    0.46427E-02   -0.36962E-01
  4763    0.11432E+01    0.29240E-01    0.46396E-02   -0.36887E-01
  4764    0.11416E+01    0.29186E-01    0.46364E-02   -0.36813E-01
  4765    0.11399E+01    0.29133E-01    0.46333E-02   -0.36739E-01
  4766    0.11382E+01    0.29079E-01    0.46302E-02   -0.36666E-01
  4767    0.11366E+01    0.29026E-01    0.46270E-02   -0.36594E-01
  4768    0.11349E+01    0.28973E-01    0.46239E-02   -0.36522E-01
  4769    0.11332E+01    0.28920E-01    0.46208E-02   -0.36451E-01
  4770    0.11314E+01    0.28867E-01    0.46176E-02   -0.36380E-01
  4771    0.11297E+01    0.28814E-01    0.46145E-02   -0.36310E-01
  4772    0.11279E+01    0.28761E-01    0.46114E-02   -0.36241E-01
  4773    0.11262E+01    0.28709E-01    0.46083E-02   -0.36172E-01
  4774    0.11244E+01    0.28656E-01    0.46051E-02   -0.36104E-01
  4775    0.11225E+01    0.28603E-01    0.46020E-02   -0.36036E-01
  4776    0.11207E+01    0.28551E-01    0.45989E-02   -0.35969E-01
  4777    0.11189E+01    0.28499E-01    0.45958E-02   -0.35902E-01
  4778    0.11170E+01    0.28446E-01    0.45927E-02   -0.35836E-01
  4779    0.11152E+01    0.28394E-01    0.45896E-02   -0.35771E-01
  4780    0.11133E+01    0.28342E-01    0.45865E-02   -0.35706E-01
  4781    0.11114E+01    0.28290E-01    0.45834E-02   -0.35641E-01
  4782    0.11095E+01    0.28238E-01    0.45803E-02   -0.35577E-01
  4783    0.11076E+01    0.28186E-01    0.45772E-02   -0.35513E-01
  4784    0.11057E+01    0.28134E-01    0.45741E-02   -0.35450E-01
  4785    0.11038E+01    0.28083E-01    0.45710E-02   -0.35387E-01
  4786    0.11018E+01    0.28031E-01    0.45679E-02   -0.35325E-01
  4787    0.10999E+01    0.27979E-01    0.45648E-02   -0.35262E-01
  4788    0.10980E+01    0.27928E-01    0.45617E-02   -0.35200E-01
  4789    0.10961E+01    0.27876E-01    0.45587E-02   -0.35138E-01
  4790    0.10942E+01    0.27825E-01    0.45556E-02   -0.35077E-01
  4791    0.10923E+01    0.27774E-01    0.45525E-02   -0.35015E-01
  4792    0.10904E+01    0.27723E-01    0.45494E-02   -0.34954E-01
  4793    0.10885E+01    0.27672E-01    0.45464E-02   -0.34893E-01
  4794    0.10867E+01    0.27621E-01    0.45433E-02   -0.34832E-01
  4795    0.10848E+01    0.27570E-01    0.45402E-02   -0.34771E-01
  4796    0.10830E+01    0.27519E-01    0.45372E-02   -0.34710E-01
  4797    0.10812E+01    0.27468E-01    0.45341E-02   -0.34649E-01
  4798    0.10794E+01    0.27418E-01    0.45311E-02   -0.34588E-01
  4799    0.10776E+01    0.27367E-01    0.45280E-02   -0.34527E-01
